序号,单词,释义
5127,trend,vi.伸向倾向转向n.趋势倾向方位
5128,trial,n.试试验试用审判讯问审讯尝试努力讨厌的事人adj.尝试性的审讯的
5129,triangle,n.三角(形)
5130,tribe,n.部落，宗族
5131,tribute,n.贡物；献礼，贡献
5132,trick,n.诡计欺诈把戏诀窍vt.哄骗戏弄欺骗adj.有诡计的有阴谋的
5133,trifle,n.小事琐事少许少量v.浪费玩忽
5134,trigger,n.扳机 vt.触发，引起
5135,trim,adj.整齐的匀称的vt.使整齐使整洁修除削剪装备痛打击败n.整齐装饰修剪下来的部分
5136,trip,vi.绊绊倒失足轻快地走失误结巴旅行vt.绊倒使跌倒使犯错使失败起锚竖帆n.旅行摔倒差错轻快的步伐
5137,triple,"a. 三倍的,三方的 vt. 使增至三倍"
5138,triumph,n.凯旋胜利欢欣vi.成功得胜庆功
5139,trivial,a.琐碎的；平常的
5140,troop,n.军队一群组大量vi.群集结队成群前行
5141,tropical,adj.热带的炎热的热带植物的
5142,trouble,n.烦恼困难烦恼vi.烦恼麻烦苦恼费神
5143,troublesome,adj.令人烦恼的麻烦的讨厌的困难的棘手的
5144,trousers,n.裤子长裤
5145,truck,n.卡车载重汽车对...进行交易来往实物工资v.以货易货交往以卡车运输
5146,TRUE,adj.真的真实的忠实的adv.真实地n.真相精确vt.使...平衡
5147,truly,adv.真正地忠实地真实地真诚地正确地
5148,trumpet,n.喇叭小号喇叭声喇叭手vt.宣扬鼓吹吹嘘vi.吹喇叭发出喇叭似的声音
5149,trunk,n.树干大衣箱皮箱躯干干线象鼻(汽车后部)行李箱(复)trunks：男用运动裤
5150,trust,n.信任信托vt.相信委托vi.信任
5151,truth,n.真理真实真实性真像事实
5152,try,vt.试尝试试验审问审判考验vi.尝试试验n.尝试试验
5153,tub,n.桶盆浴缸浴盆v.装入桶洗澡
5154,tube,n.管管状物电子管显像管电视地铁气管
5155,tuck,vt.折短卷起塞打摺挤进畅饮vi.缝褶裥缩拢畅饮n.缝摺船尾突出部下方食品鼓声
5156,Tuesday,n.星期二
5157,tug,vi.用力拖 n.猛拉，拖
5158,tuition,n.教，教诲；学费
5159,tumble,vi.摔倒跌倒打滚下跌倒塌翻跟斗偶然发现理解vt.使摔倒使混乱翻滚n.跌倒混乱
5160,tune,n.调子和谐曲调协调调整vt.调整为...调音vi.和谐调音
5161,tunnel,n.隧道坑道地道v.挖隧道挖地道
5162,turbine,n.叶轮机汽轮机涡轮
5163,turbulent,adj.骚动的骚乱的狂暴的动荡的汹涌的
5164,turkey,n.火鸡火鸡肉笨蛋失败之作Turkey：土耳其
5165,turn,vt.转翻vi.转动旋转转向轮流翻转n.转动轮流
5166,turning,n.旋转回转转向变向转弯处
5167,turnip,n.萝卜芜菁大头菜<俚>大怀表
5168,turnover,n. 人员调整，营业额，成交量
5169,tutor,n.家庭教师导师v.当家庭教师当导师指导
5170,twelfth,num.第十二adj.第十二的十二分之一的n.第十二十二日第十二音
5171,twelve,num.十二十二个
5172,twentieth,num.第二十n.二十分之一adj.第二十的
5173,twenty,num.二十二十个
5174,twice,adv.两次两倍
5175,twin,adj.孪生的n.孪生儿双胞胎之一
5176,twinkle,vi.闪烁闪耀使...闪耀眨眼迅速移动n.闪烁闪耀眨眼瞬息
5177,twist,vt. & vi.拧捻搓扭曲弯曲n.扭曲弯曲盘旋捻拧
5178,two,num.二两个
5179,type,n.型类型种类典型铅字vi.打字
5180,typewriter,n.打字机打字员
5181,typhoon,n.台风
5182,typical,adj.典型的代表性的特有的独特的
5183,typist,n.打字员
5184,tyre,n.轮胎车胎=tire(美)Tyre：提尔(古代腓尼基的有名港口现属黎巴嫩)
5185,ugly,adj.丑陋的难看的可怕的
5186,ultimate,adj.最后的最终的终极的根本的极限的n.终极根本精华
5187,ultimately,adv.最终最后
5188,ultraviolet,a.紫外的n.紫外线辐射
5189,umbrella,n.伞雨伞adj.像伞状分布的vt.(用伞)遮住
5190,unable,adj.不能的不会的
5191,unanimous,a.(全体)一致的
5192,unbearable,adj.难堪的忍受不了的
5193,uncertain,adj.无常的不确定的
5194,uncle,n.伯父叔父舅父姨父姑父伯舅叔
5195,uncomfortable,adj.不舒服的不自在的
5196,unconscious,adj.不省人事的失去知觉的
5197,uncover,vt.揭开(...的盖子)揭露
5198,under,prep.在...下面低于在...内在...控制下adv.在...下在昏迷中adj.下面的从属的少于的
5199,underestimate,vt.低估，看轻
5200,undergo,vt.经历经受忍受遭受
5201,undergraduate,n.大学肆业生大学生adj.大学生的大学的
5202,underground,adj.地下的秘密的adv.在地下秘密地n.地下地铁地道秘密活动
5203,underline,vt.划线于...之下在...下面划线
5204,underlying,"a. 在下的,含蓄的,潜在的"
5205,undermine,"vt. 渐渐破坏,暗中破坏,侵蚀基础"
5206,underneath,adv.在下面在底下n.下部底部prep.在...下面
5207,understand,vt.获悉理解听说将...理解为认为vi.懂得理解获悉
5208,understanding,n.理解理解力协定了解个人见解非正式协议谅解同情心洞察力adj.有同情心的
5209,undertake,vt.从事承担保证答应
5210,undertaking,n.任务事业企业保证许诺
5211,undo,vt.解开打开松开取消
5212,undoubtedly,adv.无容置疑肯定地
5213,uneasy,adj.心神不安的忧虑的不自在的不稳定的不舒服的
5214,unemployment,n.失业；失业人数
5215,unexpected,adj.想不到的意外的
5216,unfair,adj.不公平的不公正的(商业上)不正当的
5217,unfold,vt.展开 vi.呈现
5218,unfortunate,adj.不幸的可取的令人遗憾的不成功的n.不幸的人
5219,unfortunately,adv.不幸地
5220,unhappy,adj.不幸福的不快乐的
5221,uniform,adj.一样的一致的统一的n.制服vt.穿制服使统一
5222,unify,"vt. 统一,使成一体"
5223,union,n.联合团结协会结合政党工会连接轴adj.联邦政府的工会的
5224,unique,adj.唯一的独一无二的独特的稀罕的
5225,unit,n.单位单元部件组件
5226,unite,vi.联合合并统一团结vt.使联合
5227,unity,n.单一统一团结个体一致结合
5228,universal,adj.宇宙的普遍的通用的全体的全世界的n.通用
5229,universe,n.宇宙世界万物
5230,university,n.大学综合性大学
5231,unjust,adj.非正义的不公平的
5232,unkind,adj.不仁慈的不和善的无情的不厚道的
5233,unknown,adj.不知道的未知的不出名的
5234,unless,conj.除非如果不prep.除...外
5235,unlike,adj.不同的不相似的prep.不象...和...不同
5236,unlikely,adj.未必的未必可能的
5237,unload,vt.卸(货)卸下摆脱...之负担(大量)倾销vi.卸货摆脱负担退出(弹药胶片等)
5238,unlucky,adj.不幸的不吉的倒霉的
5239,unnecessary,adj.不必要的多余的
5240,unpleasant,adj.令人不快的讨厌的
5241,unsatisfactory,adj.不能令人满意的
5242,unstable,adj.不稳固的不稳定的易变的
5243,unsuitable,adj.不合适的不适宜的
5244,until,prep. &conj.直到...为止
5245,unusual,adj.不平常的独特的异常的
5246,unusually,adj.不平常地非常异乎寻常地显著地
5247,unwilling,adj.不愿意的
5248,up,adv.向上起床起来往上上升prep.向上adj.向上的上行的n.上升v.上升增加
5249,update,"vt. 更新,使现代化"
5250,upgrade,"vt. 使升级,提升"
5251,uphold,vt.举起；支撑；赞成
5252,upon,prep.在...上在...旁
5253,upper,adj.上面的地位较高的上部的较高的n.鞋帮上铺n.兴奋剂令人兴奋的经历
5254,upright,adj.垂直的正直的诚实的合乎正道的
5255,upset,vt.弄翻打翻倾覆推翻扰乱使心烦adj.心烦的苦恼的不安的n.推翻混乱
5256,upside-down,adj.颠倒的乱七八糟的
5257,upstairs,adv.在楼上往楼上高水平地上层地头脑上地adj.楼上的n.楼上
5258,up-to-date,adj.直到最近的现代的最新的
5259,upward,adj.向上的上升的adv.向上上升
5260,upwards,adv.趋向上升以上往上向上地
5261,urge,vt.推进催促驱策鼓励力陈催促vi.极力主张n.冲动
5262,urgent,adj.紧急的强求的坚持要求的急迫的
5263,us,pron.(we的宾格)我们
5264,usage,n.使用用法对待惯用法习惯
5265,use,vt.用使用利用耗费对待v.<口>吸(烟)服用(毒品)n.用运用用法使用权价值
5266,used,vi.过去常常adj.使用过的二手的习惯的动词use的过去式和过去分词
5267,useful,adj.有用的有益的实用的
5268,useless,adj.无用的无价值的无效的
5269,user,n.用户使用者
5270,usual,adj.通常的平常的惯常的惯例的
5271,usually,adv.通常
5272,utility,n.效用实用实用品公共设施公用程序adj.多效用的多功能的
5273,utilize,vt.利用
5274,utmost,adj.最远的极度的n.极限最大可能
5275,utter,adj.完全的彻底的全然的绝对vt.发出作声发表说讲
5276,vacant,adj.空的空虚的木然的未被占用的
5277,vacation,n.假期休假腾出vi.度假
5278,vacuum,n.真空空间真空吸尘器adj.真空的产生(利用)真空的v.用吸尘器打扫
5279,vague,adj.模糊的含糊的不明确的犹豫不决的茫然的
5280,vain,adj.徒劳的无效的自负的虚荣的
5281,valid,adj.有效的有根据的正当的合法的
5282,validity,n.有效，效力；正确
5283,valley,n.(山)谷溪谷流域adj.流域山谷峡谷
5284,valuable,adj.值钱的有价值的n.(pl.)贵重物品
5285,value,n.价值重要性价格(pl)价值观vt.评价估价重视
5286,valve,n.阀，阀门；电子管
5287,van,n.大篷车运货车面包车vt.(用货车)运n.前卫前锋n.翼
5288,vanish,vi.突然不见消失绝迹vt.消失
5289,vanity,n.虚荣心虚夸浮华无价值的东西adj.虚荣心的
5290,vapour,n.汽蒸气雾气v.蒸发吹嘘=vapor(英)
5291,variable,adj.易变的可变的n.变量易变的东西
5292,variation,n.变化变动变异变种变奏曲
5293,variety,n.多样化种类变种杂耍
5294,various,adj.各种各样的不同的
5295,vary,vt.改变变化使多样化
5296,vase,n.瓶花瓶
5297,vast,adj.巨大的大量的广阔的n.浩瀚的太空
5298,vegetable,n.植物蔬菜植物人adj.蔬菜的植物的
5299,vegetation,"n. 植物,草木"
5300,vehicle,n.车辆机动车交通工具手段工具传播媒介
5301,veil,n.面纱面罩遮蔽物掩饰物修女vt.给...戴面纱或面罩vi.带面纱或面罩
5302,vein,n.静脉，血管，矿脉
5303,velocity,n.速度速率迅速
5304,velvet,n.丝绒天鹅绒adj.天鹅绒的
5305,vent,"n. 排放口,通风口 vt. 发泄,表达"
5306,ventilate,vt.使通风，使换气
5307,venture,n. &vi.冒险风险投机vt.敢于尝试谨慎地做冒险一试
5308,verb,n.动词
5309,verbal,"a. 言辞的,文字的,口头的,动词的"
5310,verdict,"n. 裁决,结论,定论,判断"
5311,verge,n.边缘，边界，界限
5312,verify,vt.证实查证证明核实
5313,versatile,a.多方面的；通用的
5314,verse,n.诗，韵文；诗行
5315,version,n.译文说法改写本版本译本形式
5316,versus,prep.(比赛等中)对
5317,vertical,a.垂直的竖式的顶点的纵向的n.垂直物垂直的位置
5318,very,adv.很完全真正地adj.真的真正的同一的仅仅的恰好的
5319,vessel,n.容器器皿船飞船管脉管血管
5320,vest,n.汗衫背心马甲内衣vt.授予给予使穿衣vi.(权力、财产等)归于穿衣服
5321,veteran,n.老兵老手adj.老练的
5322,veto,n.否决，否决权，禁止
5323,'v?ultid?,
5324,vex,vt.使烦恼使恼火恼怒
5325,via,prep.经过通过
5326,vibrate,vt.使颤动(使)振动(使)摇摆vi.颤动回响
5327,vibration,n.颤动振动摆动
5328,vice,n.罪恶恶习缺点邪恶老虎钳adj.副的代理的prep.代替
5329,vicinity,n.邻近；附近地区
5330,vicious,a.邪恶的；恶性的
5331,victim,n.牺牲者受害者牺牲
5332,victorious,adj.胜利的得胜的
5333,victory,n.胜利战胜成功
5334,video,adj.电视的视频的录像的n.电视视频录像
5335,view,n.看视力风景视野见解方法检查
5336,viewpoint,n.观点看法见解
5337,vigorous,adj.朝气蓬勃的精力充沛的元气旺盛的有力的
5338,village,n.乡村村庄
5339,vine,n.葡萄树攀爬植物藤蔓
5340,vinegar,n.醋
5341,violate,vt.违犯，违背；侵犯
5342,violence,n.猛烈激烈暴力强暴暴行
5343,violent,adj.猛烈的狂暴的暴力的极端的
5344,violet,n.紫罗兰紫色adj.紫色的
5345,violin,n.小提琴
5346,virgin,n.处女 a.处女的
5347,virtual,a.实际上的，实质上的
5348,virtually,ad.v实际上事实上几乎
5349,virtue,n.善美德优点德行贞操
5350,virus,n. 病毒
5351,visible,adj.可见的看得见的n.可见物
5352,vision,n.视力视觉眼力想象力梦幻幻觉vt.幻想设想
5353,visit,vt. &n.访问参观拜访探访
5354,visitor,n.访问者游客参观者
5355,visual,"adj.看的看得见的,视觉的n.画面图象"
5356,visualize,"vt.使看得见,具体化,想象,设想"
5357,vital,adj.生命的有生命力的至关重要的生死攸关的有活力的
5358,vitamin,n.维生素维他命
5359,vivid,adj.鲜艳的生动的栩栩如生的
5360,vocabulary,n.词汇表词汇语汇词汇量
5361,vocal,"a. 直言不讳的，嗓音的,有声的"
5362,vocational,a. 职业的
5363,voice,"n.说话声声音嗓音意见,语态意见发言权vt.表达发音调整声音"
5364,void,a.空的；无效的
5365,volcano,n.火山
5366,volleyball,n.排球排球运动
5367,volt,n.(电压单位)伏特伏voltage
5368,volume,n.卷册容积体积音量
5369,voluntary,adj.自愿的志愿的n.(教堂礼拜仪式前后或进行期间的)乐器独奏
5370,volunteer,n.志愿者 vt.志愿
5371,vote,n.选举投票表决投票结果选举权v.投票选举表决
5372,voyage,n. &vi.航海航空航行旅行旅程
5373,vulgar,a.粗俗的，庸俗的
5374,vulnerable,"a. 易受伤害,攻击的,脆弱的"
5375,wage,n.工资报酬vt.从事开展进行(战争、运动)
5376,waggon,n.四轮运货马车敞篷货车=wagon(美)
5377,waist,n.腰腰部
5378,wait,vi.等等候n.等待等候公共乐队队员沿街唱圣诗的人们
5379,waiter,n.侍者(男)服务员托盘
5380,wake,vi.醒醒来vt.唤醒n.清醒守夜
5381,waken,vi.醒来vt.弄醒动词wake的过去分词
5382,walk,vi.步行散步走vt.陪...走走过使行走n.散步步行人行道
5383,wall,n.墙壁围墙城墙墙状物vt.用墙围住用墙隔开v.演戏般地转动(眼睛)
5384,wallet,n.钱包，皮夹子
5385,wander,vi.漫游迷路离题徘徊漫步闲逛蜿蜒vt.漫步于n.漫游闲逛徘徊
5386,want,vt.要想要n.需要缺乏需求品
5387,war,n.战争冲突斗争竞争vi.作战斗争
5388,ward,n.病房，病室；监房
5389,warehouse,n.仓库，货栈
5390,warfare,n.战争，战争状态
5391,warm,adj.温暖的暖和的热烈的热情的v.使暖和变暖adv.温暖地
5392,warmth,n.暖和温暖热烈热情热心
5393,warn,vt.警告告诫预先通知vi.发生警告
5394,warrant,"n. 正当理由, 委任状，许可证"
5395,wash,vt.洗冲出vi.洗涤洗清n.洗洗濯(美国西部)干河床
5396,waste,n.浪费垃圾荒地v.浪费滥用消耗adj.浪费的无用的荒芜的
5397,watch,vt. &vi.观看注视看守n.手表看管监视
5398,water,n.水雨水海水海域vt.使湿灌溉给...浇水给...供水加水稀释形成水喝水
5399,waterfall,n.瀑布
5400,waterproof,adj.不透水的防水的n.防水材料(英)雨衣vt.使...能防水
5401,watertight,a.不漏水的，防水的
5402,watt,n.瓦(特)
5403,wave,n.波波涛波浪波纹vi.波动挥动飘动
5404,wavelength,n.波长波段
5405,wax,n.蜡蜂蜡(一阵)情绪增大vt. (用蜡)涂得到...(更好的)vi.变大增大
5406,way,"n.路路线道路方法方式方向adv.非常远远地adj.与路线的中间点相关的,路线的中间点"
5407,we,pron.(主格)我们abbr.=Wednesday
5408,weak,adj.弱的软弱的虚弱的无力的淡薄的差的
5409,weaken,vt.削弱弄淡vi.变弱使...弱
5410,weakness,n.虚弱软弱弱点
5411,wealth,n.财富财产丰富大量
5412,wealthy,adj.富的富裕的n.富人
5413,weapon,n.武器兵器vt.武装
5414,wear,vt.穿着戴磨损n.穿着磨损耐久性
5415,weary,a.疲倦的vt.使疲乏
5416,weather,n.天气气候气象vt.经受住使风化使日晒雨淋vi.风化褪色adj.上风的
5417,weave,vt.织编组合编排vi.纺织编织n.编法织法编织
5418,web,n.网，丝，网状物
5419,wedding,n.婚礼结合
5420,wedge,n.楔 vt.楔入；挤入
5421,Wednesday,n.星期三
5422,weed,n.杂草野草weeds：衣服丧服vi.除草清除淘汰
5423,week,n.星期周
5424,weekday,n.周日工作日
5425,weekend,n.周末周末假期vi.过周末adj.周末的
5426,weekly,adj.每周的一周一次的周刊的adv.每周一周一次n.周刊周报
5427,weep,vi.哭泣流泪悲叹渗出n.哭泣<俚>眼泪
5428,weigh,vt.称...的重量掂量衡量重达...n.重量道路
5429,weight,n.重体重砝码重担vt.使...负重使倾斜
5430,welcome,vt.欢迎adj.受欢迎的n.欢迎int.欢迎(客人来访或新成员的加入)
5431,weld,vt.焊接熔接使结合n.焊接焊缝
5432,welfare,n.幸福福利福利事业adj.福利的 
5433,well,n.井源泉楼梯井adj.健康的良好的适宜的adv.很好地适当地完全地vi.涌出int.好吧啊嘿
5434,well-known,adj.众所周知的出名的
5435,west,n.西西方西部西洋adj.西方的adv.向(在)西方
5436,western,adj.西方的西部的西洋的n.西方人西部片西部小说
5437,westward,adj.向西的西方的adv.向西n.西方西部
